doc_id,document_text,split,purpose,char_length
15319019,"N348I in the Connection Domain of HIV-1 Reverse Transcriptase Confers Zidovudine and Nevirapine Resistance Background The catalytically active 66-kDa subunit of the human immunodeficiency virus type 1 (HIV-1) reverse transcriptase (RT) consists of DNA polymerase, connection, and ribonuclease H (RNase H) domains. Almost all known RT inhibitor resistance mutations identified to date map to the polymerase domain of the enzyme. However, the connection and RNase H domains are not routinely analysed in clinical samples and none of the genotyping assays available for patient management sequence the entire RT coding region. The British Columbia Centre for Excellence in HIV/AIDS (the Centre) genotypes clinical isolates up to codon 400 in RT, and our retrospective statistical analyses of the Centre’s database have identified an N348I mutation in the RT connection domain in treatment-experienced individuals. The objective of this multidisciplinary study was to establish the in vivo relevance of this mutation and its role in drug resistance. Methods and Findings The prevalence of N348I in clinical isolates, the time taken for it to emerge under selective drug pressure, and its association with changes in viral load, specific drug treatment, and known drug resistance mutations was analysed from genotypes, viral loads, and treatment histories from the Centre’s database. N348I increased in prevalence from below 1% in 368 treatmentnao ¨ve individuals to 12.1% in 1,009 treatment-experienced patients (p ¼ 7.7 3 10 � 12 ). N348I appeared early in therapy and was highly associated with thymidine analogue mutations (TAMs) M41L and T215Y/F (p , 0.001), the lamivudine resistance mutations M184V/I (p , 0.001), and non-nucleoside RTI (NNRTI) resistance mutations K103N and Y181C/I (p , 0.001). The association with TAMs and NNRTI resistance mutations was consistent with the selection of N348I in patients treated with regimens that included both zidovudine and nevirapine (odds ratio 2.62, 95% confidence interval 1.43–4.81). The appearance of N348I was associated with a significant increase in viral load (p , 0.001), which was as large as the viral load increases observed for any of the TAMs. However, this analysis did not account for the simultaneous selection of other RT or protease inhibitor resistance mutations on viral load. To delineate the role of this mutation in RT inhibitor resistance, N348I was introduced into HIV-1 molecular clones containing different genetic backbones. N348I decreased zidovudine susceptibility 2- to 4-fold in the context of wildtype HIV-1 or when combined with TAMs. N348I also decreased susceptibility to nevirapine (7.4fold) and efavirenz (2.5-fold) and significantly potentiated resistance to these drugs when combined with K103N. Biochemical analyses of recombinant RT containing N348I provide supporting evidence for the role of this mutation in zidovudine and NNRTI resistance and give some insight into the molecular mechanism of resistance. Conclusions",calibration,detector_threshold_calibration_at_target_fpr,3008
25761154,"Exercise-induced asthma: a practical guide to definitions, diagnosis, prevalence, and treatment. Exercise-induced asthma is defined as an intermittent narrowing of the airways, demonstrated by a decrease in some measure of flow, that the patient experiences as wheezing, chest tightness, coughing, and difficulty breathing that is triggered by exercise. Exercise will trigger asthma in most individuals who have chronic asthma, as well as in some who do not otherwise have asthma. Definitive diagnosis requires demonstration of a drop in flow rate, typically > or = 13-15% for forced expiratory volume in one second (FEV1) and > or = 15-20% for peak expiratory flow rate (PEFR), after exercise, associated with symptoms. Prevalence data indicate that this disorder is very common in those who participate in recreational sports as well as in highly competitive athletes, with at least 12-15% of unselected athletes having positive exercise challenges. Treatment of exercise induced asthma involves use of nonpharmacological measures (such as the use of the refractory period after exercise and prewarming air) as well as use of medications (beta-agonists, cromolyn, and nedocromil). With treatment, those who suffer from exercise-induced asthma may be able to participate and compete at the highest levels of performance.",calibration,detector_threshold_calibration_at_target_fpr,1321
20532591,"Tracking adipogenesis during white adipose tissue development, expansion and regeneration White adipose tissue displays high plasticity. We developed a system for the inducible, permanent labeling of mature adipocytes that we called the AdipoChaser mouse. We monitored adipogenesis during development, high-fat diet (HFD) feeding and cold exposure. During cold-induced 'browning' of subcutaneous fat, most 'beige' adipocytes stem from de novo–differentiated adipocytes. During HFD feeding, epididymal fat initiates adipogenesis after 4 weeks, whereas subcutaneous fat undergoes hypertrophy for a period of up to 12 weeks. Gonadal fat develops postnatally, whereas subcutaneous fat develops between embryonic days 14 and 18. Our results highlight the extensive differences in adipogenic potential in various fat depots.",calibration,detector_threshold_calibration_at_target_fpr,818
20460020,"Estrogen receptor-alpha promotes alternative macrophage activation during cutaneous repair. Efficient local monocyte/macrophage recruitment is critical for tissue repair. Recruited macrophages are polarized toward classical (proinflammatory) or alternative (prohealing) activation in response to cytokines, with tight temporal regulation crucial for efficient wound repair. Estrogen acts as a potent anti-inflammatory regulator of cutaneous healing. However, an understanding of estrogen/estrogen receptor (ER) contribution to macrophage polarization and subsequent local effects on wound healing is lacking. Here we identify, to our knowledge previously unreported, a role whereby estrogen receptor α (ERα) signaling preferentially polarizes macrophages from a range of sources to an alternative phenotype. Cell-specific ER ablation studies confirm an in vivo role for inflammatory cell ERα, but not ERβ, in poor healing associated with an altered cytokine profile and fewer alternatively activated macrophages. Furthermore, we reveal intrinsic changes in ERα-deficient macrophages, which are unable to respond to alternative activation signals in vitro. Collectively, our data reveal that inflammatory cell-expressed ERα promotes alternative macrophage polarization, which is beneficial for timely healing. Given the diverse physiological roles of ERs, these findings will likely be of relevance to many pathologies involving excessive inflammation.",calibration,detector_threshold_calibration_at_target_fpr,1451
23983289,"Accuracy of ICD-9-CM codes for identifying cardiovascular and stroke risk factors. OBJECTIVES We sought to determine which ICD-9-CM codes in Medicare Part A data identify cardiovascular and stroke risk factors. DESIGN AND PARTICIPANTS This was a cross-sectional study comparing ICD-9-CM data to structured medical record review from 23,657 Medicare beneficiaries aged 20 to 105 years who had atrial fibrillation. MEASUREMENTS Quality improvement organizations used standardized abstraction instruments to determine the presence of 9 cardiovascular and stroke risk factors. Using the chart abstractions as the gold standard, we assessed the accuracy of ICD-9-CM codes to identify these risk factors. MAIN RESULTS ICD-9-CM codes for all risk factors had high specificity (>0.95) and low sensitivity (< or =0.76). The positive predictive values were greater than 0.95 for 5 common, chronic risk factors-coronary artery disease, stroke/transient ischemic attack, heart failure, diabetes, and hypertension. The sixth common risk factor, valvular heart disease, had a positive predictive value of 0.93. For all 6 common risk factors, negative predictive values ranged from 0.52 to 0.91. The rare risk factors-arterial peripheral embolus, intracranial hemorrhage, and deep venous thrombosis-had high negative predictive value (> or =0.98) but moderate positive predictive values (range, 0.54-0.77) in this population. CONCLUSIONS Using ICD-9-CM codes alone, heart failure, coronary artery disease, diabetes, hypertension, and stroke can be ruled in but not necessarily ruled out. Where feasible, review of additional data (eg, physician notes or imaging studies) should be used to confirm the diagnosis of valvular disease, arterial peripheral embolus, intracranial hemorrhage, and deep venous thrombosis.",calibration,detector_threshold_calibration_at_target_fpr,1798
9612317,"Angiopoietin-2 at high concentration can enhance endothelial cell survival through the phosphatidylinositol 3′-kinase/Akt signal transduction pathway The angiopoietin-Tie2 system in endothelial cells is an important regulator of vasculogenesis and vascular integrity. High levels of angiopoietin-2 (Ang2) mRNA are observed in vascular activation during tumorigenesis. Although Ang2 is known to be a naturally occurring antagonist of angiopoietin-1 (Ang1) in vivo, the exact function of Ang2 itself is not known. Here, we found that a high concentration of Ang2 (800 ng/ml) acts as an apoptosis survival factor for endothelial cells during serum deprivation apoptosis. The survival effect of high concentration Ang2 was blocked by pre-treatment with soluble Tie2 receptor and the PI 3′-kinase-specific inhibitors, wortmannin and LY294002. Accordingly, 800 ng/ml of Ang2 induced phosphorylation of Tie2, the p85 subunit of phosphatidylinositol 3′-kinase (PI 3′-kinase), and serine-threonine kinase Akt at Ser473 in the human umbilical vein endothelial cells; lower concentrations of Ang2 (50–400 ng/ml) did not produce notable effects. These findings indicate that at high concentrations, Ang2, like Ang1, can be an apoptosis survival factor for endothelial cells through the activation of the Tie2 receptor, PI 3′-kinase and Akt, and thus may be a positive regulator of tumor angiogenesis.",calibration,detector_threshold_calibration_at_target_fpr,1388
2613775,"Sudden infant death syndrome. Despite declines in prevalence during the past two decades, sudden infant death syndrome (SIDS) continues to be the leading cause of death for infants aged between 1 month and 1 year in developed countries. Behavioural risk factors identified in epidemiological studies include prone and side positions for infant sleep, smoke exposure, soft bedding and sleep surfaces, and overheating. Evidence also suggests that pacifier use at sleep time and room sharing without bed sharing are associated with decreased risk of SIDS. Although the cause of SIDS is unknown, immature cardiorespiratory autonomic control and failure of arousal responsiveness from sleep are important factors. Gene polymorphisms relating to serotonin transport and autonomic nervous system development might make affected infants more vulnerable to SIDS. Campaigns for risk reduction have helped to reduce SIDS incidence by 50-90%. However, to reduce the incidence even further, greater strides must be made in reducing prenatal smoke exposure and implementing other recommended infant care practices. Continued research is needed to identify the pathophysiological basis of SIDS.",calibration,detector_threshold_calibration_at_target_fpr,1179
13023410,"BCR/ABL oncogenic kinase promotes unfaithful repair of the reactive oxygen species-dependent DNA double-strand breaks. The oncogenic BCR/ABL tyrosine kinase induces constitutive DNA damage in Philadelphia chromosome (Ph)-positive leukemia cells. We find that BCR/ABL-induced reactive oxygen species (ROSs) cause chronic oxidative DNA damage resulting in double-strand breaks (DSBs) in S and G(2)/M cell cycle phases. These lesions are repaired by BCR/ABL-stimulated homologous recombination repair (HRR) and nonhomologous end-joining (NHEJ) mechanisms. A high mutation rate is detected in HRR products in BCR/ABL-positive cells, but not in the normal counterparts. In addition, large deletions are found in NHEJ products exclusively in BCR/ABL cells. We propose that the following series of events may contribute to genomic instability of Ph-positive leukemias: BCR/ABL --> ROSs --> oxidative DNA damage --> DSBs in proliferating cells --> unfaithful HRR and NHEJ repair.",calibration,detector_threshold_calibration_at_target_fpr,971
16705338,"Prediction of Chemical-Protein Interactions Network with Weighted Network-Based Inference Method Chemical-protein interaction (CPI) is the central topic of target identification and drug discovery. However, large scale determination of CPI is a big challenge for in vitro or in vivo experiments, while in silico prediction shows great advantages due to low cost and high accuracy. On the basis of our previous drug-target interaction prediction via network-based inference (NBI) method, we further developed node- and edge-weighted NBI methods for CPI prediction here. Two comprehensive CPI bipartite networks extracted from ChEMBL database were used to evaluate the methods, one containing 17,111 CPI pairs between 4,741 compounds and 97 G protein-coupled receptors, the other including 13,648 CPI pairs between 2,827 compounds and 206 kinases. The range of the area under receiver operating characteristic curves was 0.73 to 0.83 for the external validation sets, which confirmed the reliability of the prediction. The weak-interaction hypothesis in CPI network was identified by the edge-weighted NBI method. Moreover, to validate the methods, several candidate targets were predicted for five approved drugs, namely imatinib, dasatinib, sertindole, olanzapine and ziprasidone. The molecular hypotheses and experimental evidence for these predictions were further provided. These results confirmed that our methods have potential values in understanding molecular basis of drug polypharmacology and would be helpful for drug repositioning.",calibration,detector_threshold_calibration_at_target_fpr,1542
25069745,"Urban malaria and anaemia in children: a cross-sectional survey in two cities of Ghana. OBJECTIVE To describe the epidemiology of urban malaria, an emerging problem in sub-Saharan Africa. METHOD Cross-sectional surveys of communities in Accra and Kumasi, Ghana, determining risk factors for malaria infection and anaemia in children aged 6-60 months. RESULTS Malaria prevalence rates ranged from 2% to 33% between urban communities. 47.1% of children were anaemic (Hb<11.0 g/dl). Factors associated with malaria prevalence were low socio-economic status, age and anaemia. The attributable risks of anaemia and severe anaemia (Hb<8.0 g/dl) caused by malaria were 5% and 23% respectively. CONCLUSIONS Malaria in urban areas displayed a heterogeneity and complexity that differed from the rural environment, which has important implications for malaria control. Marked intra-city variation indicates the importance of targeting specific areas or districts. The most vulnerable group, the urban poor, should be prioritized when designing control measures. This would require careful assessment of the malaria risk pattern in any city to guide an integrated control program.",calibration,detector_threshold_calibration_at_target_fpr,1169
